08 19 17:37:40.645  INFO mysql_avatar::mysqld:73       : Binlog watcher inited, start after 3 secs, running every 3 secs
08 19 17:37:43.650 DEBUG mysql_avatar::mysqld:108      : Binlog file changed...C:/Users/BK-liao/mysqltest/data/binlog/mysql-bin.000002
08 19 17:37:53.211 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.211 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.211 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.211 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.211 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.211 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.212 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.213 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.214 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.215 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.216 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.217 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.218 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.218 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.218 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.218 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.218 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.218 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.219 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.219 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.219 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.219 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.219 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.220 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.221 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.222 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.223 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.224 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.225 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.226 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.227 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.228 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.229 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.230 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.231 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.232 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.233 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.234 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
